sep=,,,,,,,,,,,,,
数据表,分组,字段,值,单位,井深_top_m,井深_bottom_m,depth_md_m,cbl_amplitude_pct,quality_proxy,质量等级_代理,说明,来源文件,OCR置信度
OCR完整清单,section_06,ocr_0432,.....,,,,7810,,,,x_px=170; y_px=44341,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6242960691452026
OCR完整清单,section_06,ocr_0433,7430,,,,7810,,,,x_px=88; y_px=44357,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7997167110443115
OCR完整清单,section_06,ocr_0434,..-...-......,,,,7810,,,,x_px=171; y_px=44447,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5980837962457112
OCR完整清单,section_06,ocr_0435,7440,,,,7810,,,,x_px=88; y_px=44505,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7992161273956299
OCR完整清单,section_06,ocr_0436,7450,,,,7810,,,,x_px=88; y_px=44653,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7189339160919189
OCR完整清单,section_06,ocr_0437,7460,,,,7810,,,,x_px=88; y_px=44800,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7992501497268677
OCR完整清单,section_06,ocr_0438,7470,,,,7810,,,,x_px=88; y_px=44948,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.707756781578064
OCR完整清单,section_06,ocr_0439,7480,,,,7810,,,,x_px=88; y_px=45096,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7350587010383606
OCR完整清单,section_06,ocr_0440,...,,,,7810,,,,x_px=655; y_px=45115,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5079892799258232
OCR完整清单,section_06,ocr_0441,..................,,,,7810,,,,x_px=655; y_px=45186,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5798504634907371
OCR完整清单,section_06,ocr_0442,......,,,,7810,,,,x_px=170; y_px=45228,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6649457045963832
OCR完整清单,section_06,ocr_0443,7490,,,,7810,,,,x_px=88; y_px=45243,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7997416377067565
OCR完整清单,section_06,ocr_0444,......,,,,7810,,,,x_px=168; y_px=45316,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6402062773704529
OCR完整清单,section_07,ocr_0445,7500,,,,7810,,,,x_px=88; y_px=48057,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7717256784439087
OCR完整清单,section_07,ocr_0446,.....,,,,7810,,,,x_px=171; y_px=48073,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7835028072198232
OCR完整清单,section_07,ocr_0447,7510,,,,7810,,,,x_px=88; y_px=48205,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.696723735332489
OCR完整清单,section_07,ocr_0448,.....,,,,7810,,,,x_px=171; y_px=48309,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5312745571136475
OCR完整清单,section_07,ocr_0449,.....,,,,7810,,,,x_px=172; y_px=48338,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5974749128023783
OCR完整清单,section_07,ocr_0450,7520,,,,7810,,,,x_px=88; y_px=48353,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6708606004714965
OCR完整清单,section_07,ocr_0451,7530,,,,7810,,,,x_px=88; y_px=48500,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7810569167137146
OCR完整清单,section_07,ocr_0452,7540,,,,7810,,,,x_px=88; y_px=48648,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7730151653289795
OCR完整清单,section_07,ocr_0453,7550,,,,7810,,,,x_px=88; y_px=48795,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7994991183280945
OCR完整清单,section_07,ocr_0454,7560,,,,7810,,,,x_px=88; y_px=48943,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7985673189163208
OCR完整清单,section_07,ocr_0455,7570,,,,7810,,,,x_px=88; y_px=49091,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7661824941635131
OCR完整清单,section_07,ocr_0456,.-...+,,,,7810,,,,x_px=172; y_px=49167,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5488473347255162
OCR完整清单,section_07,ocr_0457,7580,,,,7810,,,,x_px=88; y_px=49238,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6204118013381958
OCR完整清单,section_07,ocr_0458,....,,,,7810,,,,x_px=170; y_px=49343,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6044621944427491
OCR完整清单,section_07,ocr_0459,7590,,,,7810,,,,x_px=88; y_px=49386,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6492638230323792
OCR完整清单,section_07,ocr_0460,.....,,,,7810,,,,x_px=170; y_px=49401,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5978987216949463
OCR完整清单,section_07,ocr_0461,7600,,,,7810,,,,x_px=88; y_px=49534,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7689706325531006
OCR完整清单,section_07,ocr_0462,..,,,,7810,,,,x_px=167; y_px=49580,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5625658830006918
OCR完整清单,section_07,ocr_0463,7610,,,,7810,,,,x_px=88; y_px=49682,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7513936161994934
OCR完整清单,section_07,ocr_0464,.....,,,,7810,,,,x_px=168; y_px=49755,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5489685932795206
OCR完整清单,section_07,ocr_0465,7620,,,,7810,,,,x_px=88; y_px=49830,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7638957500457764
OCR完整清单,section_07,ocr_0466,.....,,,,7810,,,,x_px=169; y_px=49960,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6323773364226023
OCR完整清单,section_07,ocr_0467,7630,,,,7810,,,,x_px=88; y_px=49976,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7722208619117736
OCR完整清单,section_07,ocr_0468,7640,,,,7810,,,,x_px=88; y_px=50124,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7553474187850953
OCR完整清单,section_07,ocr_0469,....,,,,7810,,,,x_px=170; y_px=50139,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5086966514587402
OCR完整清单,section_07,ocr_0470,7650,,,,7810,,,,x_px=88; y_px=50272,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7992353916168213
OCR完整清单,section_07,ocr_0471,.....,,,,7810,,,,x_px=168; y_px=50406,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5649403035640717
OCR完整清单,section_07,ocr_0472,7660,,,,7810,,,,x_px=88; y_px=50420,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6362573862075805
OCR完整清单,section_07,ocr_0473,7670,,,,7810,,,,x_px=88; y_px=50567,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.706612503528595
OCR完整清单,section_07,ocr_0474,7680,,,,7810,,,,x_px=88; y_px=50715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6476988434791565
OCR完整清单,section_07,ocr_0475,7690,,,,7810,,,,x_px=88; y_px=50863,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7107227444648743
OCR完整清单,section_07,ocr_0476,...,,,,7810,,,,x_px=174; y_px=50962,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6833948940038681
OCR完整清单,section_07,ocr_0477,7700,,,,7810,,,,x_px=88; y_px=51011,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7735379338264465
OCR完整清单,section_07,ocr_0478,7710,,,,7810,,,,x_px=88; y_px=51158,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7213620066642761
OCR完整清单,section_07,ocr_0479,7720,,,,7810,,,,x_px=88; y_px=51305,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6442945122718811
OCR完整清单,section_07,ocr_0480,7730,,,,7810,,,,x_px=88; y_px=51453,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7984979271888732
OCR完整清单,section_07,ocr_0481,7740,,,,7810,,,,x_px=88; y_px=51601,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7511200308799744
OCR完整清单,section_07,ocr_0482,7750,,,,7810,,,,x_px=88; y_px=51749,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7201459050178528
OCR完整清单,section_07,ocr_0483,....,,,,7810,,,,x_px=656; y_px=51763,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5283559203147888
OCR完整清单,section_07,ocr_0484,7760,,,,7810,,,,x_px=88; y_px=51896,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7938783884048461
OCR完整清单,section_07,ocr_0485,7770,,,,7810,,,,x_px=88; y_px=52043,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7629528522491456
OCR完整清单,section_07,ocr_0486,7780,,,,7810,,,,x_px=88; y_px=52191,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7993874073028564
OCR完整清单,section_07,ocr_0487,7790,,,,7810,,,,x_px=88; y_px=52339,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7988151431083679
OCR完整清单,section_07,ocr_0488,7800,,,,7810,,,,x_px=88; y_px=52487,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7951550126075745
OCR完整清单,section_07,ocr_0489,......,,,,7810,,,,x_px=654; y_px=52593,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5512647415910449
OCR完整清单,section_07,ocr_0490,7810,,,,7810,,,,x_px=88; y_px=52621,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7845280289649963
OCR完整清单,section_07,ocr_0491,解释结论,,,,7810,,,,x_px=368; y_px=52694,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7976918697357178
OCR完整清单,section_07,ocr_0492,深度,,,,7810,,,,x_px=88; y_px=52687,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6534497539202372
OCR完整清单,section_07,ocr_0493,100,,,,7810,,,,x_px=834; y_px=52675,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.741362139582634
OCR完整清单,section_07,ocr_0494,二界面,,,,7810,,,,x_px=1143; y_px=52694,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6388573795557022
OCR完整清单,section_07,ocr_0495,声幅,,,,7810,,,,x_px=738; y_px=52696,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6661808490753174
OCR完整清单,section_07,ocr_0496,界面,,,,7810,,,,x_px=1096; y_px=52701,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5827597181002299
OCR完整清单,section_07,ocr_0497,声波时差,,,,7810,,,,x_px=222; y_px=52700,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7939255356788635
OCR完整清单,section_07,ocr_0498,磁定位,,,,7810,,,,x_px=516; y_px=52700,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.711914063
OCR完整清单,section_07,ocr_0499,(m),,,,7810,,,,x_px=87; y_px=52709,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7448278814554214
OCR完整清单,section_07,ocr_0500,nV,,,,7810,,,,x_px=738; y_px=52712,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5319801171620687
OCR完整清单,section_07,ocr_0501,变密度,,,,7810,,,,x_px=960; y_px=52708,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7410861700773239
OCR完整清单,section_07,ocr_0502,400,,,,7810,,,,x_px=125; y_px=52715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7444001734256744
OCR完整清单,section_07,ocr_0503,500,,,,7810,,,,x_px=613; y_px=52715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7421336621046066
OCR完整清单,section_07,ocr_0504,(mV),,,,7810,,,,x_px=517; y_px=52715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7728238940238953
OCR完整清单,section_07,ocr_0505,100,,,,7810,,,,x_px=315; y_px=52715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7461555451154709
OCR完整清单,section_07,ocr_0506,(us/m),,,,7810,,,,x_px=221; y_px=52716,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7042780135359082
OCR完整清单,section_07,ocr_0507,-500,,,,7810,,,,x_px=428; y_px=52715,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.590707528591156
OCR完整清单,section_07,ocr_0508,100,,,,7810,,,,x_px=834; y_px=52712,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7488518953323364
OCR完整清单,section_07,ocr_0509,井径,,,,7810,,,,x_px=221; y_px=52732,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.5457098484039307
OCR完整清单,section_07,ocr_0510,自然伽马（生产）,,,,7810,,,,x_px=512; y_px=52732,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.8013903631104363
OCR完整清单,section_07,ocr_0511,(cm),,,,7810,,,,x_px=220; y_px=52747,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6360496759414673
OCR完整清单,section_07,ocr_0512,1500,,,,7810,,,,x_px=620; y_px=52746,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7473968505859375
OCR完整清单,section_07,ocr_0513,50,,,,7810,,,,x_px=320; y_px=52746,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6653613448143005
OCR完整清单,section_07,ocr_0514,10,,,,7810,,,,x_px=120; y_px=52746,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.6651816169420878
OCR完整清单,section_07,ocr_0515,2050,,,,7810,,,,x_px=1045; y_px=52747,D:\users\desktop\research\控压固井项目\temp_pdf_extract\full_ocr_inventory.csv,0.7310464739799499
